bootstrap_index,accuracy,macro_f1,target_recall,target_miss_rate,ti_to_target_intrusion,metallic_to_target_intrusion
140,-0.0064901349948078835,-0.0006991888932851298,-0.0398406374501992,0.0398406374501992,0.009504412763068562,-0.018939393939393936
141,0.04127725856697817,0.03630764664989591,-0.09163346613545813,0.09163346613545813,-0.052274270196877116,-0.04734848484848484
142,0.026739356178608526,0.02753384213818888,-0.05312084993359897,0.05312084993359897,-0.052274270196877116,-0.04545454545454545
143,0.012461059190031154,0.00936519889745624,-0.07171314741035857,0.07171314741035857,-0.02919212491513917,-0.02840909090909091
144,0.013759086188992686,0.01498026688548689,-0.059760956175298786,0.059760956175298786,-0.01018329938900204,-0.04734848484848484
145,0.009345794392523329,0.008805379561927026,-0.058432934926958814,0.058432934926958814,-0.01425661914460285,-0.03598484848484849
146,0.024402907580477695,0.02097911221293769,-0.10624169986719789,0.10624169986719789,-0.04276985743380855,-0.06439393939393939
147,0.022066458982346864,0.020875103753356477,-0.06374501992031871,0.06374501992031871,-0.03394433129667346,-0.015151515151515157
148,0.02985462097611628,0.028633583233640885,-0.06241699867197877,0.06241699867197877,-0.03530210454854039,-0.03977272727272727
149,0.01453790238836968,0.015151316546072971,-0.055776892430278835,0.055776892430278835,-0.013577732518669375,-0.02840909090909091
150,0.036085150571131853,0.038955894151165925,-0.09960159362549799,0.09960159362549799,-0.04752206381534283,-0.05303030303030303
151,0.01401869158878503,0.015644404751015435,-0.057104913678618884,0.057104913678618884,-0.025118805159538366,-0.03598484848484848
152,0.023364485981308396,0.022365609932208447,-0.049136786188578974,0.049136786188578974,-0.02376103190767142,-0.015151515151515152
153,0.013239875389408073,0.012600553457560504,-0.05577689243027887,0.05577689243027887,-0.026476578411405296,-0.02462121212121211
154,0.01505711318795433,0.018726750475086318,-0.04116865869853914,0.04116865869853914,-0.018329938900203666,-0.02083333333333334
155,0.022066458982346826,0.022172544272169598,-0.07968127490039838,0.07968127490039838,-0.025797691785471824,-0.03787878787878788
